-1.9685941990573406e-6	-3.4551094827534566e-6	-5.041120014373339e-6	-7.413735627465577e-6	-1.099980261769825e-5	-7.1585831338226436e-6	-1.2344058433299936e-5	-2.367636693797158e-5	-4.56063367951752e-5	-7.59749516445786e-5	-0.00012237242135956262	-0.00017676248702594433	-0.00023963591820521518	-0.00028688746343819016	-0.00034859955764035555	-0.0003591627507557038	-0.00032809316288101575	-0.00026283271045701717	-0.00019603316908124724	-0.00012490686675074858	-0.00011475510819369816	-0.00010982643505567935	-5.80814145693595e-5	-5.757014147084877e-5
-7.922841663331529e-7	-9.93790282271395e-7	-3.0331760052845075e-6	-4.635001502615102e-6	-4.098083648145824e-6	-2.403591973891561e-6	-2.3540561589884684e-6	-1.538162549804059e-5	-3.3854844979936544e-5	-8.806718955435208e-5	-0.00016583748859832353	-0.00027158042785122016	-0.0003520149214437593	-0.00040878432648432106	-0.0003968113604629203	-0.0003518982605310583	-0.0002669025009685577	-0.00015061334102638158	-5.400445628883643e-5	-0.00010235915175356436	-5.591267498907676e-5	-2.6333186499416517e-5	-2.4766145460385774e-5	-2.870813466506264e-5
1.8866929367552729e-6	7.864222511047569e-7	-1.7809019775376356e-6	-5.1507032417397874e-6	-5.217994385100372e-6	-3.749898259746906e-6	-5.258898703877982e-6	-1.969191785545013e-5	-4.892235721349822e-5	-0.00012125729424456583	-0.0002293619609560274	-0.0003646872764710707	-0.0004365238615456485	-0.0004248346494473837	-0.0003797550316743392	-0.0002650671318722708	-0.00013193507441069952	-4.536118204147288e-5	-7.823319856520294e-5	-2.113172332431079e-5	-1.3781091719178296e-5	-1.8441416687990653e-5	-1.5822689838039528e-5	-1.4846847384321349e-5
1.4810145568689564e-6	1.2632210137945507e-6	-2.2505845521632664e-6	-1.4347776303635582e-6	-2.538798950799462e-6	-5.104546505537572e-6	-2.3099528800168967e-5	-4.716859493053213e-5	-0.00010653681241238125	-0.00021868508761659078	-0.0004008035785858441	-0.0005218020787591676	-0.0004837710384196503	-0.00040665807743769933	-0.00022031011823880897	-0.00010162958842541148	-4.060804687303077e-5	-5.913190748683961e-5	1.0316176081784367e-5	3.218438102831067e-5	-2.301256190814782e-6	3.4723008973322478e-6	-1.0808094219952324e-5	-3.257331112737488e-5
4.5331974664938185e-6	3.264057400016382e-6	-1.5889222175404644e-6	-4.1881513177226964e-6	-5.581576731838664e-6	-1.4845881468605882e-5	-4.6218365072625556e-5	-8.85532817863563e-5	-0.0001756334194833592	-0.000382150342837298	-0.0006178234722865189	-0.0005838416004995406	-0.00034657537560309204	-0.00018561957635006288	-0.00015019380747785527	-7.797955532164169e-5	-5.4705361334644875e-5	-6.259551557641352e-5	-2.1440262109109764e-5	1.6276726060721058e-6	1.1570698826152137e-6	-1.0366754980492554e-5	-3.654993072522289e-5	-6.226204046690803e-5
8.118326418559384e-6	2.2888994979973834e-6	-6.772952831175447e-6	-1.1806528465389127e-5	-1.1781364241385955e-5	-3.069721413910889e-5	-7.388104754715852e-5	-0.00012318107569121023	-0.0002657815520402604	-0.0006341406234757624	-0.0007021545662608264	-0.0003776134773793294	-0.0001497222016505484	-0.00012276187792009674	-5.763927616447839e-5	1.145620816093984e-5	-1.0271061778865942e-5	-1.3937377077097302e-5	-4.801361391804093e-5	-4.905882330149408e-5	-3.263464270954891e-5	-7.719895133307536e-5	-0.00012094039365893178	-0.0002744065163897552
7.945132941312993e-6	-7.152611063653523e-6	-2.103233762824029e-5	-2.764912024376745e-5	-1.5421529233738268e-5	-4.467689434552169e-5	-7.924145411022931e-5	-0.00015534646138903874	-0.0005658934711886415	-0.0008475457753155669	-0.00038705457285417855	-6.168584133076083e-5	-9.015106673324058e-5	-6.750338309158277e-5	-4.714434008110113e-5	-4.1626958824370064e-5	-9.695339149573545e-7	1.1847400447836942e-5	-4.55521145976967e-6	-5.7531858617398957e-5	-0.00010807380088507373	-0.00024449959569981805	-0.0005706840942735006	-0.0005609994979411531
5.697652609047352e-6	-1.0083756393905116e-5	-3.473024586019349e-5	-4.052004928421435e-5	-2.82617783342598e-5	-6.400837092345249e-5	-9.819019967764742e-5	-0.0003684991176132815	-0.0007485466946809127	-0.0005639296187139042	-5.752818252151293e-5	-7.449756761999937e-5	-0.0001095523643589863	-7.877869970945861e-5	-3.769290608801601e-5	-5.813467220637525e-5	-6.478297759349161e-5	-4.616356776010466e-5	-8.218411216322219e-5	-0.0002414361670657894	-0.00046833123609670707	-0.0004482450294187451	-0.0005088207780459819	-0.000524920707378404
8.716140751318345e-6	-9.99482462939183e-6	-3.0349120758816836e-5	-3.214507251960569e-5	-2.9016581238466843e-5	-7.050457732828835e-5	-0.00011383568631999352	-0.0005393122331099481	-0.000719936687305564	-0.00022943604785150007	-5.3598358173631566e-5	-8.560740701393788e-5	-9.710151432917868e-5	-6.91318749208164e-5	-3.1911997783878876e-5	-4.261078360816295e-5	-6.781247872261753e-5	-0.0003342806981741775	-0.000926948342085468	-0.0007653381110285518	-0.0006348316530660827	-0.000454199432079784	-0.0005118879911961138	-0.0003208450071378807
1.05070049882805e-5	-5.027116472666043e-6	-3.2621797841150824e-5	-2.371143179805829e-5	-3.1468501903667706e-5	-7.711034230844377e-5	-0.00018343755464264588	-0.0005874552476414774	-0.0007162991493350757	0.0001913519616196513	-2.7401378041580493e-5	-9.41380792762736e-5	-4.7151235390077706e-5	-6.265142332879947e-5	-6.922025257670439e-5	3.578056535953611e-5	-0.000572291778636741	-0.000453630766847693	-0.0010477436056342132	-0.0009257388705434522	-0.0007718138951302161	-0.0005602233937168632	-0.00042859983021437814	-0.0003672371137655034
1.2643631340470904e-5	-8.209864428912472e-6	-1.4791995644851397e-5	-2.4984621522280287e-5	-4.9888744990591455e-5	-8.970761427532642e-5	-0.0002462966395503502	-0.0006647464310775841	-0.0007106445995899713	0.0004884178473989198	0.0005315862301128599	-0.00042107196353800835	-0.000151779896160123	-0.00023517881110428351	-0.0006657098774141834	-0.0013692846006357895	-0.0012038122512714189	-0.0006563497995971945	-0.0008187502186646212	-0.0010316713817872664	-0.0009076298911666475	-0.0007233131843042279	-0.0005075242581883618	-0.0005861174728069921
-1.0233265515351142e-6	-1.5858087141617377e-6	-2.6183657997856657e-5	-6.438531234857423e-5	-4.387706756085741e-5	-9.986704150276304e-5	-0.0002942566521392867	-0.0006842801692028694	-0.000692700090863807	-4.679880051192131e-5	-0.0006771889216918014	-0.00014351412555091772	-0.00010190011014892322	-4.343446538849702e-5	-0.0003415565462839415	-0.002082632858269734	-0.0012673990999485102	-0.0006211801364085223	-0.0005581297787219525	-0.000978211556462022	-0.0008480687523765296	-0.0008009006629552604	-0.0006519628193433005	-0.0006759040224756964
1.4252006177864832e-5	-9.33149052278169e-6	-1.686299477875533e-5	-1.8495414564039664e-5	-4.946547105299029e-5	-0.00010794941774239925	-0.00030153273324409757	-0.0006636939834520073	-0.0005803090581853187	0.00017783790542610922	-0.0004495034216806665	-0.0001376542175331088	-9.946837575608089e-5	-9.08972972574456e-5	-0.0014261039038045153	-0.0015434913497053976	-0.0023988150073088466	-0.0014018667101722143	-0.0007413079958912272	-0.0010683101366428319	-0.0011910022496225761	-0.0009405444332437687	-0.0008397669238593627	-0.0008201147490608483
